4  swift                    swift::SourceManager::GetMessage(swift::SourceLoc, llvm::SourceMgr::DiagKind, llvm::Twine const&, llvm::ArrayRef<llvm::SMRange>, llvm::ArrayRef<llvm::SMFixIt>) const + 162
5  swift                    swift::PrintingDiagnosticConsumer::handleDiagnostic(swift::SourceManager&, swift::SourceLoc, swift::DiagnosticKind, llvm::StringRef, swift::DiagnosticInfo const&) + 1054
6  swift                    swift::DiagnosticEngine::flushActiveDiagnostic() + 4667
7  swift                    swift::Parser::parseDecl(llvm::SmallVectorImpl<swift::Decl*>&, swift::OptionSet<swift::Parser::ParseDeclFlags, unsigned int>) + 3120
8  swift                    std::__1::__function::__func<swift::Parser::parseNominalDeclMembers(llvm::SmallVectorImpl<swift::Decl*>&, swift::SourceLoc, swift::SourceLoc&, swift::Diag<>, swift::OptionSet<swift::Parser::ParseDeclFlags, unsigned int>)::$_6, std::__1::allocator<swift::Parser::parseNominalDeclMembers(llvm::SmallVectorImpl<swift::Decl*>&, swift::SourceLoc, swift::SourceLoc&, swift::Diag<>, swift::OptionSet<swift::Parser::ParseDeclFlags, unsigned int>)::$_6>, swift::ParserStatus ()>::operator()() + 146
9  swift                    swift::Parser::parseList(swift::tok, swift::SourceLoc, swift::SourceLoc&, swift::tok, bool, bool, swift::Diag<>, std::__1::function<swift::ParserStatus ()>) + 465
10 swift                    swift::Parser::parseDeclClass(swift::SourceLoc, swift::OptionSet<swift::Parser::ParseDeclFlags, unsigned int>, swift::DeclAttributes&) + 1128
29 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
30 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
31 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
32 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
33 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
34 swift                    swift::Parser::parseExprClosure() + 914
35 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
36 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
37 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
38 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
39 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
40 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
41 swift                    swift::Parser::parseExprClosure() + 914
42 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
43 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
44 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
45 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
46 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
47 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
48 swift                    swift::Parser::parseExprClosure() + 914
49 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
50 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
51 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
52 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
53 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
54 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
55 swift                    swift::Parser::parseExprClosure() + 914
56 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
57 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
58 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
59 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
60 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
61 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
62 swift                    swift::Parser::parseExprClosure() + 914
63 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
64 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
65 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
66 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
67 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
68 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
69 swift                    swift::Parser::parseExprClosure() + 914
70 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
71 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
72 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
73 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
74 swift                    swift::Parser::parseExprCollection() + 298
75 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1313
76 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
77 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
78 swift                    std::__1::__function::__func<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0, std::__1::allocator<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0>, swift::ParserStatus ()>::operator()() + 461
79 swift                    swift::Parser::parseList(swift::tok, swift::SourceLoc, swift::SourceLoc&, swift::tok, bool, bool, swift::Diag<>, std::__1::function<swift::ParserStatus ()>) + 465
80 swift                    swift::Parser::parseExprList(swift::tok, swift::tok) + 328
81 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1269
82 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
83 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
84 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
85 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
86 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
87 swift                    swift::Parser::parseExprClosure() + 914
88 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
89 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
90 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
91 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
92 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
93 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
94 swift                    swift::Parser::parseExprClosure() + 914
95 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
96 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
97 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
98 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
99 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
100 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
101 swift                    swift::Parser::parseExprClosure() + 914
102 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
103 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
104 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
105 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
106 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
107 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
108 swift                    swift::Parser::parseExprClosure() + 914
109 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
110 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
111 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
112 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
113 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
114 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
115 swift                    swift::Parser::parseExprClosure() + 914
116 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
117 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
118 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
119 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
120 swift                    swift::Parser::parseExprCollection() + 298
121 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1313
122 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
123 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
124 swift                    std::__1::__function::__func<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0, std::__1::allocator<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0>, swift::ParserStatus ()>::operator()() + 461
125 swift                    swift::Parser::parseList(swift::tok, swift::SourceLoc, swift::SourceLoc&, swift::tok, bool, bool, swift::Diag<>, std::__1::function<swift::ParserStatus ()>) + 465
126 swift                    swift::Parser::parseExprList(swift::tok, swift::tok) + 328
127 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1269
128 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
129 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
130 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
131 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
132 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
133 swift                    swift::Parser::parseExprClosure() + 914
134 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
135 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
136 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
137 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
138 swift                    swift::Parser::parseExprCollection() + 298
139 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1313
140 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
141 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
142 swift                    std::__1::__function::__func<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0, std::__1::allocator<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0>, swift::ParserStatus ()>::operator()() + 461
143 swift                    swift::Parser::parseList(swift::tok, swift::SourceLoc, swift::SourceLoc&, swift::tok, bool, bool, swift::Diag<>, std::__1::function<swift::ParserStatus ()>) + 465
144 swift                    swift::Parser::parseExprList(swift::tok, swift::tok) + 328
145 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1269
146 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
147 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
148 swift                    std::__1::__function::__func<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0, std::__1::allocator<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0>, swift::ParserStatus ()>::operator()() + 461
149 swift                    swift::Parser::parseList(swift::tok, swift::SourceLoc, swift::SourceLoc&, swift::tok, bool, bool, swift::Diag<>, std::__1::function<swift::ParserStatus ()>) + 465
150 swift                    swift::Parser::parseExprList(swift::tok, swift::tok) + 328
151 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1269
152 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
153 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
154 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
155 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
156 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
157 swift                    swift::Parser::parseExprClosure() + 914
158 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
159 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
160 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
161 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
162 swift                    swift::Parser::parseExprCollection() + 298
163 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1313
164 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
165 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
166 swift                    std::__1::__function::__func<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0, std::__1::allocator<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0>, swift::ParserStatus ()>::operator()() + 461
167 swift                    swift::Parser::parseList(swift::tok, swift::SourceLoc, swift::SourceLoc&, swift::tok, bool, bool, swift::Diag<>, std::__1::function<swift::ParserStatus ()>) + 465
168 swift                    swift::Parser::parseExprList(swift::tok, swift::tok) + 328
169 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1269
170 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
171 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
172 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
173 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
174 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
175 swift                    swift::Parser::parseExprClosure() + 914
176 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
177 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
178 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
179 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
180 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
181 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
182 swift                    swift::Parser::parseExprClosure() + 914
183 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
184 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
185 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
186 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
187 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
188 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
189 swift                    swift::Parser::parseExprClosure() + 914
190 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
191 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
192 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
193 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
194 swift                    swift::Parser::parseExprCollection() + 298
195 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1313
196 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
197 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
198 swift                    std::__1::__function::__func<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0, std::__1::allocator<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0>, swift::ParserStatus ()>::operator()() + 461
199 swift                    swift::Parser::parseList(swift::tok, swift::SourceLoc, swift::SourceLoc&, swift::tok, bool, bool, swift::Diag<>, std::__1::function<swift::ParserStatus ()>) + 465
200 swift                    swift::Parser::parseExprList(swift::tok, swift::tok) + 328
201 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1269
202 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
203 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
204 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
205 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
206 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
207 swift                    swift::Parser::parseExprClosure() + 914
208 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
209 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
210 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
211 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
212 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
213 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
214 swift                    swift::Parser::parseExprClosure() + 914
215 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
216 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
217 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
218 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
219 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
220 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
221 swift                    swift::Parser::parseExprClosure() + 914
222 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
223 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
224 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
225 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
226 swift                    swift::Parser::parseExprCollection() + 298
227 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1313
228 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
229 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
230 swift                    std::__1::__function::__func<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0, std::__1::allocator<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0>, swift::ParserStatus ()>::operator()() + 461
231 swift                    swift::Parser::parseList(swift::tok, swift::SourceLoc, swift::SourceLoc&, swift::tok, bool, bool, swift::Diag<>, std::__1::function<swift::ParserStatus ()>) + 465
232 swift                    swift::Parser::parseExprList(swift::tok, swift::tok) + 328
233 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1269
234 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
235 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
236 swift                    std::__1::__function::__func<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0, std::__1::allocator<swift::Parser::parseExprList(swift::tok, swift::tok)::$_0>, swift::ParserStatus ()>::operator()() + 461
237 swift                    swift::Parser::parseList(swift::tok, swift::SourceLoc, swift::SourceLoc&, swift::tok, bool, bool, swift::Diag<>, std::__1::function<swift::ParserStatus ()>) + 465
238 swift                    swift::Parser::parseExprList(swift::tok, swift::tok) + 328
239 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1269
240 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
241 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
242 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
243 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
244 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
245 swift                    swift::Parser::parseExprClosure() + 914
246 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
247 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
248 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
249 swift                    swift::Parser::parseExprImpl(swift::Diag<>, bool) + 138
250 swift                    swift::Parser::parseExprOrStmt(swift::ASTNode&) + 401
251 swift                    swift::Parser::parseBraceItems(llvm::SmallVectorImpl<swift::ASTNode>&, swift::BraceItemListKind, swift::BraceItemListKind) + 2335
252 swift                    swift::Parser::parseExprClosure() + 914
253 swift                    swift::Parser::parseExprPostfix(swift::Diag<>, bool) + 1291
254 swift                    swift::Parser::parseExprUnary(swift::Diag<>, bool) + 805
255 swift                    swift::Parser::parseExprSequence(swift::Diag<>, bool, bool) + 153
